month,state,industry,claim_type,claims_count_actual
2019-06,AL,Construction,LostTime,2
2019-06,AL,Healthcare,LostTime,4
2019-06,AL,Manufacturing,Indemnity,10
2019-06,AL,Manufacturing,LostTime,19
2019-06,AR,Construction,LostTime,1
2019-06,AR,Manufacturing,Indemnity,9
2019-06,AR,Manufacturing,LostTime,5
2019-06,AZ,Manufacturing,LostTime,2
2019-06,CA,Healthcare,LostTime,1
2019-06,CA,Manufacturing,LostTime,1
2019-06,CO,Construction,Indemnity,1
2019-06,CO,Construction,LostTime,6
2019-06,CO,Healthcare,Indemnity,1
2019-06,CO,Healthcare,LostTime,1
2019-06,CO,Manufacturing,Indemnity,5
2019-06,CO,Manufacturing,LostTime,17
2019-06,CT,Construction,LostTime,1
2019-06,CT,Healthcare,LostTime,1
2019-06,CT,Manufacturing,Indemnity,3
2019-06,CT,Manufacturing,LostTime,4
2019-06,CT,Manufacturing,MedicalOnly,1
2019-06,DC,Construction,Indemnity,1
2019-06,DC,Construction,LostTime,2
2019-06,DC,Healthcare,LostTime,1
2019-06,DC,Manufacturing,LostTime,2
2019-06,DE,Construction,LostTime,1
2019-06,DE,Manufacturing,Indemnity,1
2019-06,DE,Manufacturing,LostTime,3
2019-06,FL,Construction,Indemnity,3
2019-06,FL,Construction,LostTime,23
2019-06,FL,Healthcare,Indemnity,1
2019-06,FL,Healthcare,LostTime,12
2019-06,FL,Manufacturing,Indemnity,9
2019-06,FL,Manufacturing,LostTime,55
2019-06,GA,Construction,Indemnity,1
2019-06,GA,Construction,LostTime,7
2019-06,GA,Healthcare,LostTime,3
2019-06,GA,Manufacturing,Indemnity,15
2019-06,GA,Manufacturing,LostTime,21
2019-06,HI,Manufacturing,Indemnity,1
2019-06,HI,Manufacturing,LostTime,3
2019-06,ID,Construction,LostTime,3
2019-06,ID,Manufacturing,LostTime,5
2019-06,IL,Construction,Indemnity,1
2019-06,IL,Construction,LostTime,5
2019-06,IL,Healthcare,Indemnity,1
2019-06,IL,Healthcare,LostTime,2
2019-06,IL,Manufacturing,Indemnity,16
2019-06,IL,Manufacturing,LostTime,24
2019-06,KS,Healthcare,LostTime,1
2019-06,KS,Manufacturing,Indemnity,6
2019-06,KS,Manufacturing,LostTime,14
2019-06,KY,Manufacturing,LostTime,2
2019-06,LA,Construction,LostTime,2
2019-06,LA,Healthcare,LostTime,3
2019-06,LA,Manufacturing,Indemnity,6
2019-06,LA,Manufacturing,LostTime,17
2019-06,MA,Construction,LostTime,4
2019-06,MA,Healthcare,LostTime,8
2019-06,MA,Manufacturing,Indemnity,1
2019-06,MA,Manufacturing,LostTime,7
2019-06,MD,Manufacturing,LostTime,1
2019-06,ME,Construction,LostTime,2
2019-06,ME,Healthcare,Indemnity,1
2019-06,ME,Manufacturing,LostTime,2
2019-06,MI,Healthcare,Indemnity,1
2019-06,MO,Construction,Indemnity,1
2019-06,MO,Construction,LostTime,4
2019-06,MO,Healthcare,LostTime,4
2019-06,MO,Manufacturing,Indemnity,6
2019-06,MO,Manufacturing,LostTime,16
2019-06,MS,Construction,Indemnity,1
2019-06,MS,Construction,LostTime,2
2019-06,MS,Healthcare,LostTime,1
2019-06,MS,Manufacturing,Indemnity,5
2019-06,MS,Manufacturing,LostTime,7
2019-06,MT,Construction,LostTime,1
2019-06,MT,Manufacturing,Indemnity,1
2019-06,MT,Manufacturing,LostTime,2
2019-06,NC,Healthcare,LostTime,1
2019-06,ND,Manufacturing,Indemnity,1
2019-06,ND,Manufacturing,LostTime,4
2019-06,NE,Manufacturing,Indemnity,5
2019-06,NE,Manufacturing,LostTime,8
2019-06,NH,Manufacturing,LostTime,3
2019-06,NJ,Construction,LostTime,3
2019-06,NJ,Healthcare,Indemnity,1
2019-06,NJ,Healthcare,LostTime,2
2019-06,NJ,Manufacturing,Indemnity,3
2019-06,NJ,Manufacturing,LostTime,14
2019-06,NM,Manufacturing,LostTime,1
2019-06,NV,Manufacturing,LostTime,1
2019-06,NY,Construction,Indemnity,4
2019-06,NY,Construction,LostTime,7
2019-06,NY,Healthcare,LostTime,4
2019-06,NY,Manufacturing,Indemnity,7
2019-06,NY,Manufacturing,LostTime,24
2019-06,OH,Construction,Indemnity,4
2019-06,OH,Construction,LostTime,7
2019-06,OH,Healthcare,LostTime,4
2019-06,OH,Manufacturing,Indemnity,20
2019-06,OH,Manufacturing,LostTime,30
2019-06,OK,Construction,LostTime,2
2019-06,OK,Manufacturing,Indemnity,3
2019-06,OK,Manufacturing,LostTime,10
2019-06,OR,Manufacturing,LostTime,2
2019-06,PA,Construction,LostTime,10
2019-06,PA,Healthcare,Indemnity,1
2019-06,PA,Healthcare,LostTime,6
2019-06,PA,Manufacturing,Indemnity,16
2019-06,PA,Manufacturing,LostTime,24
2019-06,RI,Construction,LostTime,1
2019-06,RI,Manufacturing,Indemnity,1
2019-06,SC,Manufacturing,LostTime,2
2019-06,SD,Manufacturing,Indemnity,1
2019-06,SD,Manufacturing,LostTime,5
2019-06,TN,Manufacturing,LostTime,1
2019-06,TX,Construction,Indemnity,6
2019-06,TX,Construction,LostTime,28
2019-06,TX,Healthcare,LostTime,12
2019-06,TX,Manufacturing,Indemnity,27
2019-06,TX,Manufacturing,LostTime,94
2019-06,VA,Manufacturing,Indemnity,2
2019-06,WA,Manufacturing,LostTime,1
2019-06,WI,Construction,LostTime,1
2019-06,WI,Healthcare,LostTime,2
2019-06,WI,Manufacturing,Indemnity,11
2019-06,WI,Manufacturing,LostTime,13
2019-06,WV,Construction,LostTime,4
2019-06,WV,Manufacturing,Indemnity,1
2019-06,WV,Manufacturing,LostTime,2
2019-07,AK,Manufacturing,LostTime,1
2019-07,AL,Construction,Indemnity,1
2019-07,AL,Construction,LostTime,4
2019-07,AL,Healthcare,LostTime,1
2019-07,AL,Manufacturing,Indemnity,9
2019-07,AL,Manufacturing,LostTime,14
2019-07,AR,Construction,LostTime,1
2019-07,AR,Healthcare,LostTime,1
2019-07,AR,Manufacturing,Indemnity,7
2019-07,AR,Manufacturing,LostTime,10
2019-07,AZ,Manufacturing,Indemnity,1
2019-07,AZ,Manufacturing,LostTime,3
2019-07,CA,Healthcare,LostTime,1
2019-07,CA,Manufacturing,LostTime,1
2019-07,CO,Construction,Indemnity,1
2019-07,CO,Construction,LostTime,7
2019-07,CO,Healthcare,LostTime,3
2019-07,CO,Manufacturing,Indemnity,8
2019-07,CO,Manufacturing,LostTime,16
2019-07,CT,Construction,LostTime,4
2019-07,CT,Healthcare,LostTime,1
2019-07,CT,Manufacturing,Indemnity,2
2019-07,CT,Manufacturing,LostTime,8
2019-07,DC,Construction,LostTime,2
2019-07,DC,Manufacturing,LostTime,1
2019-07,DE,Manufacturing,LostTime,3
2019-07,FL,Construction,Indemnity,2
2019-07,FL,Construction,LostTime,30
2019-07,FL,Healthcare,Indemnity,4
2019-07,FL,Healthcare,LostTime,11
2019-07,FL,Manufacturing,Indemnity,14
2019-07,FL,Manufacturing,LostTime,38
2019-07,GA,Construction,Indemnity,1
2019-07,GA,Construction,LostTime,7
2019-07,GA,Healthcare,Indemnity,2
2019-07,GA,Healthcare,LostTime,6
2019-07,GA,Manufacturing,Indemnity,10
2019-07,GA,Manufacturing,LostTime,40
2019-07,IA,Manufacturing,LostTime,1
2019-07,ID,Construction,LostTime,1
2019-07,ID,Healthcare,LostTime,1
2019-07,ID,Manufacturing,Indemnity,5
2019-07,ID,Manufacturing,LostTime,6
2019-07,IL,Construction,Indemnity,3
2019-07,IL,Construction,LostTime,8
2019-07,IL,Healthcare,Indemnity,1
2019-07,IL,Healthcare,LostTime,6
2019-07,IL,Manufacturing,Indemnity,12
2019-07,IL,Manufacturing,LostTime,34
2019-07,KS,Construction,LostTime,3
2019-07,KS,Healthcare,Indemnity,1
2019-07,KS,Healthcare,LostTime,1
2019-07,KS,Manufacturing,Indemnity,8
2019-07,KS,Manufacturing,LostTime,8
2019-07,KY,Manufacturing,LostTime,1
2019-07,LA,Construction,Indemnity,1
2019-07,LA,Healthcare,Indemnity,2
2019-07,LA,Healthcare,LostTime,1
2019-07,LA,Manufacturing,Indemnity,7
2019-07,LA,Manufacturing,LostTime,10
2019-07,MA,Construction,Indemnity,1
2019-07,MA,Construction,LostTime,4
2019-07,MA,Healthcare,LostTime,2
2019-07,MA,Manufacturing,Indemnity,3
2019-07,MA,Manufacturing,LostTime,9
2019-07,MD,Manufacturing,Indemnity,1
2019-07,ME,Construction,Indemnity,2
2019-07,ME,Healthcare,Indemnity,1
2019-07,ME,Healthcare,LostTime,3
2019-07,ME,Manufacturing,Indemnity,1
2019-07,ME,Manufacturing,LostTime,3
2019-07,MO,Construction,Indemnity,2
2019-07,MO,Construction,LostTime,6
2019-07,MO,Healthcare,Indemnity,1
2019-07,MO,Healthcare,LostTime,3
2019-07,MO,Manufacturing,Indemnity,6
2019-07,MO,Manufacturing,LostTime,12
2019-07,MS,Construction,LostTime,2
2019-07,MS,Healthcare,LostTime,5
2019-07,MS,Manufacturing,Indemnity,3
2019-07,MS,Manufacturing,LostTime,12
2019-07,MT,Construction,LostTime,1
2019-07,MT,Manufacturing,Indemnity,2
2019-07,MT,Manufacturing,LostTime,1
2019-07,NC,Manufacturing,LostTime,1
2019-07,ND,Construction,LostTime,1
2019-07,ND,Healthcare,LostTime,1
2019-07,ND,Manufacturing,Indemnity,2
2019-07,ND,Manufacturing,LostTime,2
2019-07,NE,Construction,Indemnity,1
2019-07,NE,Construction,LostTime,4
2019-07,NE,Manufacturing,Indemnity,5
2019-07,NE,Manufacturing,LostTime,7
2019-07,NH,Construction,Indemnity,1
2019-07,NH,Construction,LostTime,2
2019-07,NH,Healthcare,LostTime,1
2019-07,NH,Manufacturing,Indemnity,2
2019-07,NH,Manufacturing,LostTime,2
2019-07,NJ,Construction,Indemnity,1
2019-07,NJ,Construction,LostTime,1
2019-07,NJ,Healthcare,LostTime,1
2019-07,NJ,Manufacturing,Indemnity,10
2019-07,NJ,Manufacturing,LostTime,15
2019-07,NM,Manufacturing,LostTime,2
2019-07,NV,Manufacturing,Indemnity,1
2019-07,NY,Construction,Indemnity,3
2019-07,NY,Construction,LostTime,6
2019-07,NY,Healthcare,LostTime,8
2019-07,NY,Manufacturing,Indemnity,7
2019-07,NY,Manufacturing,LostTime,20
2019-07,OH,Construction,Indemnity,3
2019-07,OH,Construction,LostTime,8
2019-07,OH,Healthcare,LostTime,13
2019-07,OH,Manufacturing,Indemnity,8
2019-07,OH,Manufacturing,LostTime,39
2019-07,OK,Construction,LostTime,5
2019-07,OK,Manufacturing,Indemnity,5
2019-07,OK,Manufacturing,LostTime,5
2019-07,OR,Manufacturing,LostTime,1
2019-07,PA,Construction,Indemnity,1
2019-07,PA,Construction,LostTime,14
2019-07,PA,Healthcare,Indemnity,1
2019-07,PA,Healthcare,LostTime,15
2019-07,PA,Manufacturing,Indemnity,17
2019-07,PA,Manufacturing,LostTime,35
2019-07,RI,Manufacturing,LostTime,1
2019-07,SC,Manufacturing,LostTime,1
2019-07,SD,Construction,LostTime,1
2019-07,SD,Healthcare,LostTime,3
2019-07,SD,Manufacturing,Indemnity,1
2019-07,SD,Manufacturing,LostTime,3
2019-07,TX,Construction,Indemnity,6
2019-07,TX,Construction,LostTime,36
2019-07,TX,Healthcare,Indemnity,1
2019-07,TX,Healthcare,LostTime,16
2019-07,TX,Manufacturing,Indemnity,38
2019-07,TX,Manufacturing,LostTime,98
2019-07,VA,Manufacturing,Indemnity,1
2019-07,VA,Manufacturing,LostTime,5
2019-07,WA,Manufacturing,Indemnity,1
2019-07,WA,Manufacturing,LostTime,1
2019-07,WI,Construction,LostTime,8
2019-07,WI,Healthcare,Indemnity,2
2019-07,WI,Healthcare,LostTime,3
2019-07,WI,Manufacturing,Indemnity,15
2019-07,WI,Manufacturing,LostTime,26
2019-07,WV,Construction,LostTime,1
2019-07,WV,Healthcare,Indemnity,1
2019-07,WV,Healthcare,LostTime,4
2019-07,WV,Manufacturing,Indemnity,3
2019-07,WV,Manufacturing,LostTime,4
2019-08,AK,Manufacturing,LostTime,3
2019-08,AL,Construction,Indemnity,1
2019-08,AL,Construction,LostTime,3
2019-08,AL,Healthcare,Indemnity,1
2019-08,AL,Healthcare,LostTime,3
2019-08,AL,Manufacturing,Indemnity,3
2019-08,AL,Manufacturing,LostTime,11
2019-08,AR,Construction,LostTime,2
2019-08,AR,Healthcare,LostTime,1
2019-08,AR,Manufacturing,Indemnity,10
2019-08,AR,Manufacturing,LostTime,17
2019-08,AZ,Healthcare,LostTime,1
2019-08,CA,Healthcare,LostTime,1
2019-08,CA,Manufacturing,LostTime,3
2019-08,CO,Construction,Indemnity,1
2019-08,CO,Construction,LostTime,8
2019-08,CO,Manufacturing,Indemnity,7
2019-08,CO,Manufacturing,LostTime,13
2019-08,CT,Construction,LostTime,1
2019-08,CT,Healthcare,LostTime,1
2019-08,CT,Manufacturing,Indemnity,1
2019-08,CT,Manufacturing,LostTime,7
2019-08,DC,Construction,LostTime,1
2019-08,DC,Manufacturing,LostTime,1
2019-08,DE,Manufacturing,Indemnity,2
2019-08,DE,Manufacturing,LostTime,2
2019-08,FL,Construction,Indemnity,1
2019-08,FL,Construction,LostTime,43
2019-08,FL,Healthcare,Indemnity,3
2019-08,FL,Healthcare,LostTime,17
2019-08,FL,Manufacturing,Indemnity,8
2019-08,FL,Manufacturing,LostTime,48
2019-08,GA,Construction,Indemnity,2
2019-08,GA,Construction,LostTime,11
2019-08,GA,Healthcare,Indemnity,1
2019-08,GA,Healthcare,LostTime,4
2019-08,GA,Manufacturing,Indemnity,9
2019-08,GA,Manufacturing,LostTime,24
2019-08,HI,Manufacturing,LostTime,2
2019-08,IA,Manufacturing,LostTime,1
2019-08,ID,Construction,LostTime,2
2019-08,ID,Manufacturing,Indemnity,1
2019-08,ID,Manufacturing,LostTime,6
2019-08,IL,Construction,Indemnity,3
2019-08,IL,Construction,LostTime,3
2019-08,IL,Healthcare,LostTime,8
2019-08,IL,Manufacturing,Indemnity,15
2019-08,IL,Manufacturing,LostTime,31
2019-08,IN,Manufacturing,LostTime,1
2019-08,KS,Construction,Indemnity,1
2019-08,KS,Construction,LostTime,1
2019-08,KS,Healthcare,LostTime,2
2019-08,KS,Manufacturing,Indemnity,5
2019-08,KS,Manufacturing,LostTime,18
2019-08,KY,Manufacturing,LostTime,1
2019-08,LA,Construction,LostTime,2
2019-08,LA,Healthcare,Indemnity,1
2019-08,LA,Healthcare,LostTime,2
2019-08,LA,Manufacturing,Indemnity,4
2019-08,LA,Manufacturing,LostTime,16
2019-08,MA,Construction,Indemnity,1
2019-08,MA,Construction,LostTime,3
2019-08,MA,Healthcare,Indemnity,1
2019-08,MA,Healthcare,LostTime,2
2019-08,MA,Manufacturing,Indemnity,2
2019-08,MA,Manufacturing,LostTime,10
2019-08,MD,Construction,LostTime,1
2019-08,MD,Healthcare,LostTime,1
2019-08,MD,Manufacturing,Indemnity,1
2019-08,MD,Manufacturing,LostTime,1
2019-08,ME,Healthcare,LostTime,1
2019-08,MO,Construction,LostTime,4
2019-08,MO,Healthcare,LostTime,1
2019-08,MO,Manufacturing,Indemnity,13
2019-08,MO,Manufacturing,LostTime,22
2019-08,MS,Construction,Indemnity,1
2019-08,MS,Construction,LostTime,3
2019-08,MS,Healthcare,LostTime,1
2019-08,MS,Manufacturing,Indemnity,3
2019-08,MS,Manufacturing,LostTime,11
2019-08,MT,Construction,LostTime,4
2019-08,MT,Healthcare,LostTime,1
2019-08,MT,Manufacturing,Indemnity,1
2019-08,MT,Manufacturing,LostTime,2
2019-08,NC,Healthcare,LostTime,1
2019-08,NC,Manufacturing,Indemnity,1
2019-08,NC,Manufacturing,LostTime,2
2019-08,ND,Construction,LostTime,2
2019-08,ND,Manufacturing,Indemnity,2
2019-08,ND,Manufacturing,LostTime,7
2019-08,NE,Construction,LostTime,3
2019-08,NE,Manufacturing,Indemnity,2
2019-08,NE,Manufacturing,LostTime,9
2019-08,NH,Construction,LostTime,3
2019-08,NH,Healthcare,Indemnity,1
2019-08,NH,Manufacturing,Indemnity,1
2019-08,NJ,Construction,LostTime,3
2019-08,NJ,Healthcare,Indemnity,1
2019-08,NJ,Healthcare,LostTime,4
2019-08,NJ,Manufacturing,Indemnity,3
2019-08,NJ,Manufacturing,LostTime,16
2019-08,NM,Manufacturing,LostTime,2
2019-08,NV,Manufacturing,LostTime,1
2019-08,NY,Construction,Indemnity,1
2019-08,NY,Construction,LostTime,10
2019-08,NY,Healthcare,Indemnity,2
2019-08,NY,Healthcare,LostTime,3
2019-08,NY,Manufacturing,Indemnity,4
2019-08,NY,Manufacturing,LostTime,27
2019-08,OH,Construction,Indemnity,3
2019-08,OH,Construction,LostTime,8
2019-08,OH,Healthcare,Indemnity,2
2019-08,OH,Healthcare,LostTime,6
2019-08,OH,Manufacturing,Indemnity,22
2019-08,OH,Manufacturing,LostTime,31
2019-08,OK,Construction,Indemnity,1
2019-08,OK,Healthcare,LostTime,2
2019-08,OK,Manufacturing,Indemnity,5
2019-08,OK,Manufacturing,LostTime,14
2019-08,PA,Construction,LostTime,8
2019-08,PA,Healthcare,Indemnity,3
2019-08,PA,Healthcare,LostTime,15
2019-08,PA,Manufacturing,Indemnity,16
2019-08,PA,Manufacturing,LostTime,38
2019-08,RI,Healthcare,LostTime,3
2019-08,RI,Manufacturing,LostTime,1
2019-08,SD,Construction,Indemnity,1
2019-08,SD,Construction,LostTime,1
2019-08,SD,Manufacturing,LostTime,6
2019-08,TX,Construction,Indemnity,7
2019-08,TX,Construction,LostTime,35
2019-08,TX,Healthcare,Indemnity,1
2019-08,TX,Healthcare,LostTime,9
2019-08,TX,Manufacturing,Indemnity,29
2019-08,TX,Manufacturing,LostTime,104
2019-08,VA,Construction,LostTime,1
2019-08,WI,Construction,LostTime,3
2019-08,WI,Healthcare,LostTime,4
2019-08,WI,Manufacturing,Indemnity,9
2019-08,WI,Manufacturing,LostTime,13
2019-08,WV,Healthcare,LostTime,3
2019-08,WV,Manufacturing,LostTime,2
2019-08,WY,Manufacturing,LostTime,1
2019-09,AL,Construction,Indemnity,1
2019-09,AL,Construction,LostTime,5
2019-09,AL,Healthcare,LostTime,2
2019-09,AL,Manufacturing,Indemnity,13
2019-09,AL,Manufacturing,LostTime,14
2019-09,AR,Construction,LostTime,1
2019-09,AR,Healthcare,LostTime,1
2019-09,AR,Manufacturing,Indemnity,7
2019-09,AR,Manufacturing,LostTime,12
2019-09,AZ,Manufacturing,LostTime,3
2019-09,CA,Construction,LostTime,1
2019-09,CA,Manufacturing,LostTime,7
2019-09,CO,Construction,Indemnity,1
2019-09,CO,Construction,LostTime,11
2019-09,CO,Healthcare,LostTime,4
2019-09,CO,Manufacturing,Indemnity,7
2019-09,CO,Manufacturing,LostTime,19
2019-09,CT,Construction,Indemnity,1
2019-09,CT,Construction,LostTime,3
2019-09,CT,Healthcare,Indemnity,1
2019-09,CT,Healthcare,LostTime,1
2019-09,CT,Manufacturing,Indemnity,3
2019-09,CT,Manufacturing,LostTime,9
2019-09,DC,Healthcare,LostTime,1
2019-09,DE,Construction,Indemnity,1
2019-09,DE,Manufacturing,Indemnity,1
2019-09,DE,Manufacturing,LostTime,1
2019-09,FL,Construction,Indemnity,3
2019-09,FL,Construction,LostTime,23
2019-09,FL,Healthcare,LostTime,26
2019-09,FL,Manufacturing,Indemnity,10
2019-09,FL,Manufacturing,LostTime,41
2019-09,GA,Construction,LostTime,9
2019-09,GA,Healthcare,LostTime,2
2019-09,GA,Manufacturing,Indemnity,18
2019-09,GA,Manufacturing,LostTime,34
2019-09,HI,Manufacturing,LostTime,2
2019-09,ID,Construction,LostTime,3
2019-09,ID,Healthcare,LostTime,1
2019-09,ID,Manufacturing,Indemnity,3
2019-09,ID,Manufacturing,LostTime,3
2019-09,IL,Construction,Indemnity,1
2019-09,IL,Construction,LostTime,8
2019-09,IL,Healthcare,LostTime,6
2019-09,IL,Manufacturing,Indemnity,13
2019-09,IL,Manufacturing,LostTime,28
2019-09,KS,Construction,Indemnity,1
2019-09,KS,Healthcare,LostTime,1
2019-09,KS,Manufacturing,Indemnity,7
2019-09,KS,Manufacturing,LostTime,9
2019-09,LA,Construction,LostTime,5
2019-09,LA,Healthcare,Indemnity,1
2019-09,LA,Healthcare,LostTime,2
2019-09,LA,Manufacturing,Indemnity,2
2019-09,LA,Manufacturing,LostTime,10
2019-09,MA,Construction,Indemnity,1
2019-09,MA,Construction,LostTime,1
2019-09,MA,Healthcare,LostTime,5
2019-09,MA,Manufacturing,Indemnity,7
2019-09,MA,Manufacturing,LostTime,9
2019-09,MD,Manufacturing,Indemnity,1
2019-09,ME,Manufacturing,Indemnity,2
2019-09,ME,Manufacturing,LostTime,4
2019-09,MI,Manufacturing,LostTime,1
2019-09,MO,Construction,LostTime,2
2019-09,MO,Healthcare,Indemnity,1
2019-09,MO,Healthcare,LostTime,1
2019-09,MO,Manufacturing,Indemnity,9
2019-09,MO,Manufacturing,LostTime,14
2019-09,MS,Construction,LostTime,2
2019-09,MS,Healthcare,Indemnity,1
2019-09,MS,Healthcare,LostTime,2
2019-09,MS,Manufacturing,Indemnity,2
2019-09,MS,Manufacturing,LostTime,8
2019-09,MT,Construction,Indemnity,1
2019-09,MT,Manufacturing,Indemnity,1
2019-09,MT,Manufacturing,LostTime,1
2019-09,NC,Manufacturing,Indemnity,1
2019-09,ND,Construction,LostTime,2
2019-09,ND,Healthcare,LostTime,1
2019-09,ND,Manufacturing,Indemnity,3
2019-09,ND,Manufacturing,LostTime,6
2019-09,NE,Construction,Indemnity,2
2019-09,NE,Construction,LostTime,3
2019-09,NE,Manufacturing,Indemnity,6
2019-09,NE,Manufacturing,LostTime,11
2019-09,NH,Construction,LostTime,2
2019-09,NH,Manufacturing,Indemnity,3
2019-09,NH,Manufacturing,LostTime,3
2019-09,NJ,Construction,LostTime,4
2019-09,NJ,Healthcare,Indemnity,1
2019-09,NJ,Healthcare,LostTime,4
2019-09,NJ,Manufacturing,Indemnity,3
2019-09,NJ,Manufacturing,LostTime,12
2019-09,NY,Construction,Indemnity,2
2019-09,NY,Construction,LostTime,6
2019-09,NY,Healthcare,Indemnity,1
2019-09,NY,Healthcare,LostTime,5
2019-09,NY,Manufacturing,Indemnity,7
2019-09,NY,Manufacturing,LostTime,22
2019-09,OH,Construction,LostTime,7
2019-09,OH,Healthcare,Indemnity,2
2019-09,OH,Healthcare,LostTime,7
2019-09,OH,Manufacturing,Indemnity,20
2019-09,OH,Manufacturing,LostTime,31
2019-09,OK,Construction,LostTime,4
2019-09,OK,Healthcare,LostTime,3
2019-09,OK,Manufacturing,Indemnity,8
2019-09,OK,Manufacturing,LostTime,10
2019-09,OR,Manufacturing,LostTime,1
2019-09,PA,Construction,Indemnity,2
2019-09,PA,Construction,LostTime,10
2019-09,PA,Healthcare,Indemnity,1
2019-09,PA,Healthcare,LostTime,7
2019-09,PA,Manufacturing,Indemnity,10
2019-09,PA,Manufacturing,LostTime,33
2019-09,RI,Construction,Indemnity,1
2019-09,RI,Healthcare,LostTime,3
2019-09,RI,Manufacturing,Indemnity,1
2019-09,RI,Manufacturing,LostTime,3
2019-09,SD,Construction,Indemnity,1
2019-09,SD,Construction,LostTime,1
2019-09,SD,Manufacturing,LostTime,4
2019-09,TX,Construction,Indemnity,8
2019-09,TX,Construction,LostTime,34
2019-09,TX,Healthcare,Indemnity,4
2019-09,TX,Healthcare,LostTime,15
2019-09,TX,Manufacturing,Indemnity,20
2019-09,TX,Manufacturing,LostTime,92
2019-09,VA,Healthcare,Indemnity,1
2019-09,VA,Manufacturing,LostTime,2
2019-09,WA,Manufacturing,LostTime,1
2019-09,WI,Construction,Indemnity,1
2019-09,WI,Construction,LostTime,7
2019-09,WI,Healthcare,Indemnity,1
2019-09,WI,Manufacturing,Indemnity,12
2019-09,WI,Manufacturing,LostTime,14
2019-09,WV,Healthcare,Indemnity,1
2019-09,WV,Healthcare,LostTime,1
2019-09,WV,Manufacturing,Indemnity,3
2019-09,WV,Manufacturing,LostTime,3
2019-10,AL,Construction,Indemnity,1
2019-10,AL,Construction,LostTime,3
2019-10,AL,Healthcare,LostTime,3
2019-10,AL,Manufacturing,Indemnity,8
2019-10,AL,Manufacturing,LostTime,19
2019-10,AR,Construction,LostTime,2
2019-10,AR,Healthcare,LostTime,2
2019-10,AR,Manufacturing,Indemnity,5
2019-10,AR,Manufacturing,LostTime,15
2019-10,AZ,Healthcare,LostTime,1
2019-10,CA,Healthcare,LostTime,1
2019-10,CA,Manufacturing,LostTime,4
2019-10,CO,Construction,LostTime,3
2019-10,CO,Healthcare,LostTime,2
2019-10,CO,Manufacturing,Indemnity,2
2019-10,CO,Manufacturing,LostTime,15
2019-10,CT,Healthcare,LostTime,3
2019-10,CT,Manufacturing,Indemnity,2
2019-10,CT,Manufacturing,LostTime,9
2019-10,DC,Construction,LostTime,1
2019-10,DC,Manufacturing,LostTime,2
2019-10,DE,Construction,LostTime,1
2019-10,FL,Construction,Indemnity,2
2019-10,FL,Construction,LostTime,26
2019-10,FL,Healthcare,Indemnity,1
2019-10,FL,Healthcare,LostTime,13
2019-10,FL,Manufacturing,Indemnity,11
2019-10,FL,Manufacturing,LostTime,55
2019-10,GA,Construction,Indemnity,3
2019-10,GA,Construction,LostTime,8
2019-10,GA,Healthcare,LostTime,5
2019-10,GA,Manufacturing,Indemnity,19
2019-10,GA,Manufacturing,LostTime,24
2019-10,HI,Manufacturing,LostTime,1
2019-10,IA,Manufacturing,Indemnity,1
2019-10,IA,Manufacturing,LostTime,1
2019-10,ID,Construction,Indemnity,1
2019-10,ID,Construction,LostTime,2
2019-10,ID,Manufacturing,Indemnity,3
2019-10,ID,Manufacturing,LostTime,5
2019-10,IL,Construction,Indemnity,1
2019-10,IL,Construction,LostTime,9
2019-10,IL,Healthcare,Indemnity,2
2019-10,IL,Healthcare,LostTime,4
2019-10,IL,Manufacturing,Indemnity,21
2019-10,IL,Manufacturing,LostTime,24
2019-10,KS,Construction,Indemnity,1
2019-10,KS,Construction,LostTime,2
2019-10,KS,Healthcare,Indemnity,1
2019-10,KS,Healthcare,LostTime,4
2019-10,KS,Manufacturing,Indemnity,8
2019-10,KS,Manufacturing,LostTime,14
2019-10,LA,Construction,Indemnity,1
2019-10,LA,Construction,LostTime,4
2019-10,LA,Healthcare,LostTime,3
2019-10,LA,Manufacturing,Indemnity,7
2019-10,LA,Manufacturing,LostTime,12
2019-10,MA,Construction,Indemnity,1
2019-10,MA,Construction,LostTime,4
2019-10,MA,Healthcare,Indemnity,1
2019-10,MA,Healthcare,LostTime,4
2019-10,MA,Manufacturing,Indemnity,6
2019-10,MA,Manufacturing,LostTime,10
2019-10,MD,Construction,LostTime,1
2019-10,MD,Manufacturing,LostTime,2
2019-10,ME,Construction,LostTime,1
2019-10,ME,Healthcare,LostTime,1
2019-10,ME,Manufacturing,Indemnity,1
2019-10,ME,Manufacturing,LostTime,1
2019-10,MN,Healthcare,LostTime,1
2019-10,MO,Construction,Indemnity,1
2019-10,MO,Construction,LostTime,4
2019-10,MO,Healthcare,LostTime,1
2019-10,MO,Manufacturing,Indemnity,9
2019-10,MO,Manufacturing,LostTime,14
2019-10,MS,Construction,LostTime,2
2019-10,MS,Healthcare,LostTime,4
2019-10,MS,Manufacturing,Indemnity,5
2019-10,MS,Manufacturing,LostTime,9
2019-10,MT,Manufacturing,LostTime,1
2019-10,NC,Construction,LostTime,2
2019-10,NC,Manufacturing,LostTime,3
2019-10,ND,Construction,Indemnity,1
2019-10,ND,Manufacturing,Indemnity,5
2019-10,ND,Manufacturing,LostTime,1
2019-10,NE,Construction,Indemnity,1
2019-10,NE,Construction,LostTime,3
2019-10,NE,Healthcare,LostTime,2
2019-10,NE,Manufacturing,Indemnity,3
